#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:14:15	95.038		0.0	0.0	95037.18280792236	56	1	1	25	73.4	190.24991989135742	0	0	0	0	95037.1642112732	37.7725440838785	-122.40728648769843	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	190.5670166015625	-90.0	0.0	0.0	Free	0	1	1	1	959.2928886413574	0	Unknown	0	Unknown	3	95037.19806671143	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	190.05703926086426	100	190.02294540405273	1	0.0	0.0	0.0	1	190.2930736541748	0	0	95037.20593452454	0	0	95037.20688819885	Shoot Photo	0	0	0	0	0	0	0	0	0	379.1320323944092	1	100.0	379.0900707244873	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95037.22715377808	0	-89.0	2	190.51384925842285	255	95037.22906112671	3902865.185517346
11/13/2020 01:14:15	95.233		0.0	0.0	95232.8507900238	56	1	1	25	73.4	1.4789104461669922	0	0	0	0	95232.84006118774	37.772544590122294	-122.40730922697628	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7881393432617188	-90.0	0.0	0.0	Free	0	1	1	1	193.56298446655273	0	Unknown	0	Unknown	3	95232.88893699646	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1892318725585938	100	1.1448860168457031	1	0.0	0.0	0.0	1	1.5387535095214844	0	0	95232.89608955383	0	0	95232.89704322815	Shoot Photo	0	0	0	0	0	0	0	0	0	193.79901885986328	1	100.0	193.71795654296875	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95232.91730880737	0	-89.0	2	1.7490386962890625	255	95232.91993141174	3902865.7477229936
11/13/2020 01:14:15	95.417		0.0	0.0	95416.8210029602	56	1	1	25	73.4	1.4469623565673828	0	0	0	0	95416.79620742798	37.77254484324255	-122.40732059661532	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7638206481933594	-90.0	0.0	0.0	Free	0	1	1	1	377.5038719177246	0	Unknown	0	Unknown	3	95416.83101654053	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.13677978515625	100	1.093149185180664	1	0.0	0.0	0.0	1	1.4820098876953125	0	0	95416.836977005	0	0	95416.83888435364	Shoot Photo	0	0	0	0	0	0	0	0	0	377.73990631103516	1	100.0	377.6590824127197	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95416.85914993286	0	-89.0	2	1.7130374908447266	255	95416.8632030487	3902866.028825812
11/13/2020 01:14:16	95.616		0.0	0.0	95615.63396453857	56	1	1	25	73.4	1.477956771850586	0	0	0	0	95615.60606956482	37.77254509636171	-122.40733196625445	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.773834228515625	-90.0	0.0	0.0	Free	0	1	1	1	576.3139724731445	0	Unknown	0	Unknown	3	95615.64087867737	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1129379272460938	100	1.0671615600585938	1	0.0	0.0	0.0	1	1.506805419921875	0	0	95615.64493179321	0	0	95615.64707756042	Shoot Photo	0	0	0	0	0	0	0	0	0	576.5509605407715	1	100.0	576.4720439910889	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95615.67401885986	0	-89.0	2	1.7290115356445312	255	95615.67997932434	3902866.3099286286
11/13/2020 01:14:16	95.800		0.0	0.0	95799.7579574585	56	1	1	25	73.4	1.332998275756836	0	0	0	0	95799.77321624756	37.772545349479785	-122.40734333589366	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6210079193115234	-90.0	0.0	0.0	Free	0	1	1	1	760.4880332946777	0	Unknown	0	Unknown	3	95799.8149394989	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.129150390625	100	1.0950565338134766	1	0.0	0.0	0.0	1	1.4178752899169922	0	0	95799.81994628906	0	0	95799.82113838196	Shoot Photo	0	0	0	0	0	0	0	0	0	760.7207298278809	1	100.0	760.6391906738281	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95799.84021186829	0	-89.0	2	1.5919208526611328	255	95799.8411655426	3902866.5910314396
11/13/2020 01:14:16	95.984		0.0	0.0	95983.6916923523	56	1	1	25	73.4	1.2459754943847656	0	0	0	0	95983.65807533264	37.77254560259675	-122.40735470553297	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4872550964355469	-90.0	0.0	0.0	Free	0	1	1	1	944.3750381469727	0	Unknown	0	Unknown	3	95983.70385169983	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0042190551757812	100	0.96893310546875	1	0.0	0.0	0.0	1	1.2888908386230469	0	0	95983.70814323425	0	0	95983.70909690857	Shoot Photo	0	0	0	0	0	0	0	0	0	0.1327991485595703	1	100.0	944.526195526123	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	95983.72411727905	0	-89.0	2	1.4567375183105469	255	95983.72507095337	3902866.872134249
11/13/2020 01:14:16	96.168		0.0	0.0	96167.92178153992	56	1	1	25	73.4	1.3730525970458984	0	0	0	0	96167.89722442627	37.772545855712636	-122.40736607517233	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6350746154785156	-90.0	0.0	0.0	Free	0	1	1	1	184.18598175048828	0	Unknown	0	Unknown	3	96167.93417930603	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0268688201904297	100	0.9849071502685547	1	0.0	0.0	0.0	1	1.399993896484375	0	0	96167.93990135193	0	0	96167.94204711914	Shoot Photo	0	0	0	0	0	0	0	0	0	184.36884880065918	1	100.0	184.31615829467773	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	96167.96207427979	0	-89.0	2	1.603841781616211	255	96167.96517372131	3902867.1532370546
11/13/2020 01:14:16	96.357		0.0	0.0	96356.52279853821	56	1	1	25	73.4	1.5149116516113281	0	0	0	0	96356.49609565735	37.77254610882743	-122.4073774448118	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.8000602722167969	-90.0	0.0	0.0	Free	0	1	1	1	372.7841377258301	0	Unknown	0	Unknown	3	96356.5309047699	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1870861053466797	100	1.1429786682128906	1	0.0	0.0	0.0	1	1.5387535095214844	0	0	96356.53591156006	0	0	96356.53805732727	Shoot Photo	0	0	0	0	0	0	0	0	0	372.96390533447266	1	100.0	372.9119300842285	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	96356.55927658081	0	-89.0	2	1.7538070678710938	255	96356.56094551086	3902867.434339858
11/13/2020 01:14:16	96.544		0.0	0.0	96544.08693313599	56	1	1	25	73.4	189.08119201660156	0	0	0	0	96544.0571308136	37.77254610882743	-122.4073774448118	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	189.35704231262207	-90.0	0.0	0.0	Free	0	1	1	1	560.3389739990234	0	Unknown	0	Unknown	3	96544.08812522888	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	188.74597549438477	100	188.70306015014648	1	0.0	0.0	0.0	1	189.09978866577148	0	0	96544.0981388092	0	0	96544.09909248352	Shoot Photo	0	0	0	0	0	0	0	0	0	560.5258941650391	1	100.0	560.4720115661621	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	96544.11816596985	0	-89.0	2	189.31293487548828	255	96544.12007331848	3902867.434339858
11/13/2020 01:14:17	96.737		0.0	0.0	96736.78874969482	56	1	1	25	73.4	1.4259815216064453	0	0	0	0	96736.76204681396	37.77254661505374	-122.40740018409093	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6989707946777344	-90.0	0.0	0.0	Free	0	1	1	1	753.0479431152344	0	Unknown	0	Unknown	3	96736.79614067078	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0769367218017578	100	1.02996826171875	1	0.0	0.0	0.0	1	1.4371871948242188	0	0	96736.80090904236	0	0	96736.80186271667	Shoot Photo	0	0	0	0	0	0	0	0	0	753.2269954681396	1	100.0	753.1728744506836	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	96736.82022094727	0	-89.0	2	1.6608238220214844	255	96736.820936203	3902867.9965454503
11/13/2020 01:14:17	96.924		0.0	0.0	96923.47979545593	56	1	1	25	73.4	1.2907981872558594	0	0	0	0	96923.44999313354	37.77254686816526	-122.40741155373063	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5361309051513672	-90.0	0.0	0.0	Free	0	1	1	1	939.7320747375488	0	Unknown	0	Unknown	3	96923.4790802002	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0089874267578125	100	0.9708404541015625	1	0.0	0.0	0.0	1	1.3189315795898438	0	0	96923.48313331604	0	0	96923.48408699036	Shoot Photo	0	0	0	0	0	0	0	0	0	184.49902534484863	1	100.0	184.4489574432373	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	96923.50316047668	0	-89.0	2	1.4972686767578125	255	96923.504114151	3902868.277648243
11/13/2020 01:14:17	97.109		0.0	0.0	97108.29067230225	56	1	1	25	73.4	1.2249946594238281	0	0	0	0	97108.27922821045	37.77254712127568	-122.40742292337036	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.46484375	-90.0	0.0	0.0	Free	0	1	1	1	1124.563217163086	0	Unknown	0	Unknown	3	97108.31093788147	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9779930114746094	100	0.9431838989257812	1	0.0	0.0	0.0	1	1.2598037719726562	0	0	97108.31379890442	0	0	97108.31618309021	Shoot Photo	0	0	0	0	0	0	0	0	0	369.33112144470215	1	100.0	369.2820072174072	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	97108.33716392517	0	-89.0	2	1.4340877532958984	255	97108.34097862244	3902868.5587510285
11/13/2020 01:14:17	97.304		0.0	0.0	97303.66086959839	56	1	1	25	73.4	1.4209747314453125	0	0	0	0	97303.640127182	37.77254737438501	-122.4074342930102	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7230510711669922	-90.0	0.0	0.0	Free	0	1	1	1	195.2810287475586	0	Unknown	0	Unknown	3	97303.68685722351	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1088848114013672	100	1.068115234375	1	0.0	0.0	0.0	1	1.4777183532714844	0	0	97303.7040233612	0	0	97303.70688438416	Shoot Photo	0	0	0	0	0	0	0	0	0	195.5089569091797	1	100.0	195.43218612670898	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	97303.73001098633	0	-89.0	2	1.6851425170898438	255	97303.73311042786	3902868.839853814
11/13/2020 01:14:17	97.491		0.0	0.0	97490.25583267212	56	1	1	25	73.4	1.8191337585449219	0	0	0	0	97490.22912979126	37.77254762749325	-122.4074456626501	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.090930938720703	-90.0	0.0	0.0	Free	0	1	1	1	381.85787200927734	0	Unknown	0	Unknown	3	97490.26298522949	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.4858245849609375	100	1.4388561248779297	1	0.0	0.0	0.0	1	1.847982406616211	0	0	97490.26703834534	0	0	97490.26799201965	Shoot Photo	0	0	0	0	0	0	0	0	0	382.0691108703613	1	100.0	381.990909576416	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	97490.28825759888	0	-89.0	2	2.048969268798828	255	97490.28992652893	3902869.1209565937
11/13/2020 01:14:18	97.683		0.0	0.0	97682.2566986084	56	1	1	25	73.4	2.471923828125	0	0	0	0	97682.23094940186	37.77254788060039	-122.4074570322901	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.744913101196289	-90.0	0.0	0.0	Free	0	1	1	1	573.8599300384521	0	Unknown	0	Unknown	3	97682.26408958435	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	2.1550655364990234	100	2.1142959594726562	1	0.0	0.0	0.0	1	2.502918243408203	0	0	97682.26981163025	0	0	97682.27100372314	Shoot Photo	0	0	0	0	0	0	0	0	0	574.073076248169	1	100.0	573.9951133728027	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	97682.29532241821	0	-89.0	2	2.7129650115966797	255	97682.3000907898	3902869.402059372
11/13/2020 01:14:18	97.875		0.0	0.0	97874.36485290527	56	1	1	25	73.4	1.3179779052734375	0	0	0	0	97874.3371963501	37.772548133706444	-122.40746840193016	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5859603881835938	-90.0	0.0	0.0	Free	0	1	1	1	765.9659385681152	0	Unknown	0	Unknown	3	97874.37105178833	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0728836059570312	100	1.02996826171875	1	0.0	0.0	0.0	1	1.3492107391357422	0	0	97874.37701225281	0	0	97874.37796592712	Shoot Photo	0	0	0	0	0	0	0	0	0	766.1800384521484	1	100.0	766.1008834838867	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	97874.39918518066	0	-89.0	2	1.54876708984375	255	97874.4010925293	3902869.683162144
11/13/2020 01:14:18	98.067		0.0	0.0	98066.74385070801	56	1	1	25	73.4	1.605987548828125	0	0	0	0	98066.71714782715	37.7725483868114	-122.40747977157031	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9190311431884766	-90.0	0.0	0.0	Free	0	1	1	1	958.3487510681152	0	Unknown	0	Unknown	3	98066.75601005554	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1792182922363281	100	1.110076904296875	1	0.0	0.0	0.0	1	1.6109943389892578	0	0	98066.76697731018	0	0	98066.7679309845	Shoot Photo	0	0	0	0	0	0	0	0	0	0.15401840209960938	1	100.0	958.4879875183105	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	98066.78509712219	0	-89.0	2	1.8680095672607422	255	98066.78700447083	3902869.964264914
11/13/2020 01:14:18	98.265		0.0	0.0	98264.11771774292	56	1	1	25	73.4	1.5778541564941406	0	0	0	0	98264.09912109375	37.772548639915286	-122.40749114121053	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9841194152832031	-90.0	0.0	0.0	Free	0	1	1	1	197.2980499267578	0	Unknown	0	Unknown	3	98264.15801048279	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.222848892211914	100	1.1751651763916016	1	0.0	0.0	0.0	1	1.6160011291503906	0	0	98264.17398452759	0	0	98264.1761302948	Shoot Photo	0	0	0	0	0	0	0	0	0	197.56793975830078	1	100.0	197.49999046325684	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	98264.20497894287	0	-89.0	2	1.9440650939941406	255	98264.20998573303	3902870.245367682
11/13/2020 01:14:18	98.469		0.0	0.0	98468.93167495728	56	1	1	25	73.4	206.39395713806152	0	0	0	0	98468.92809867859	37.772548639915286	-122.40749114121053	22.369418519393044	150.91864	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	206.8190574645996	-90.0	0.0	0.0	Free	0	1	1	1	402.13823318481445	0	Unknown	0	Unknown	3	98468.98818016052	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	206.05111122131348	100	206.00414276123047	1	0.0	0.0	0.0	1	206.44497871398926	0	0	98469.00200843811	0	0	98469.00391578674	Shoot Photo	0	0	0	0	0	0	0	0	0	402.39477157592773	1	100.0	402.3270606994629	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	98469.03228759766	0	-89.0	2	206.7708969116211	255	98469.03491020203	3902870.245367682
11/13/2020 01:14:19	98.680		0.0	0.0	98679.49867248535	56	1	1	25	73.4	1.4369487762451172	0	0	0	0	98679.47721481323	37.772548639915286	-122.40749114121053	22.369418519393044	154.19948	-89.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7192363739013672	-90.0	0.0	0.0	Free	0	1	1	1	612.6711368560791	0	Unknown	0	Unknown	3	98679.51607704163	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1451244354248047	100	1.0972023010253906	1	0.0	0.0	0.0	1	1.4801025390625	0	0	98679.52084541321	0	0	98679.5220375061	Shoot Photo	0	0	0	0	0	0	0	0	0	612.9097938537598	1	100.0	612.8401756286621	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	98679.54206466675	0	-89.0	2	1.6810894012451172	255	98679.54421043396	3902870.245367682
11/13/2020 01:14:19	99.067		0.0	0.0	99066.84494018555	56	1	1	25	73.4	1.2538433074951172	0	0	0	0	99066.81489944458	37.77255725315251	-122.40749440225122	22.369418519393044	154.19948	-75.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.476287841796875	-90.0	0.0	0.0	Free	0	1	1	1	1000.0162124633789	0	Unknown	0	Unknown	3	99066.85996055603	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9889602661132812	100	0.9560585021972656	1	0.0	0.0	0.0	1	1.302957534790039	0	0	99066.86282157898	0	0	99066.86496734619	Shoot Photo	0	0	0	0	0	0	0	0	0	1000.2498626708984	1	100.0	1000.1790523529053	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	99066.88117980957	0	-75.0	2	1.458883285522461	255	99066.88189506531	3902870.2204757254
11/13/2020 01:14:19	99.272		0.0	0.0	99271.23785018921	56	1	1	25	73.4	1.6932487487792969	0	0	0	0	99271.22592926025	37.772565866389634	-122.40749766329269	22.369418519393044	154.19948	-61.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.9707679748535156	-90.0	0.0	0.0	Free	0	1	1	1	204.21290397644043	0	Unknown	0	Unknown	3	99271.27003669739	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.352071762084961	100	1.2788772583007812	1	0.0	0.0	0.0	1	1.7518997192382812	0	0	99271.27814292908	0	0	99271.2790966034	Shoot Photo	0	0	0	0	0	0	0	0	0	204.40411567687988	1	100.0	204.34808731079102	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	99271.30031585693	0	-61.0	2	1.9459724426269531	255	99271.30198478699	3902870.1955837444
11/13/2020 01:14:19	99.459		0.0	0.0	99458.25481414795	56	1	1	25	73.4	1.3990402221679688	0	0	0	0	99458.24193954468	37.77257447962667	-122.40750092433493	22.369418519393044	154.19948	-47.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7251968383789062	-90.0	0.0	0.0	Free	0	1	1	1	391.2351131439209	0	Unknown	0	Unknown	3	99458.28986167908	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1510848999023438	100	1.1119842529296875	1	0.0	0.0	0.0	1	1.45721435546875	0	0	99458.2998752594	0	0	99458.3010673523	Shoot Photo	0	0	0	0	0	0	0	0	0	391.42799377441406	1	100.0	391.3741111755371	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	99458.327293396	0	-47.0	2	1.6827583312988281	255	99458.33206176758	3902870.170691743
